,feature #1,feature #2,feature #3,feature #4,feature #5
0,-2.2833771805685417,0.6114605856630868,-0.32248521284065396,0.3649550717229559,-0.5045006167865902
1,-0.8684898944145735,1.5106218161776455,-0.5656258513489767,-0.3758843549706778,1.1265139856643216
2,-2.09705847748657,-1.3721339278277227,-0.510567618710299,0.6205198764493105,0.35336628405206527
3,-1.833359929562213,0.07734125353417952,-0.41100718257784613,-0.08268892107403479,0.23756591287629802
4,-1.3242270652147192,1.4558702938365689,-0.4777326030196461,-0.45160894961334563,-0.8029371975580355
5,2.41113853770623,1.3670614960870764,0.2156340768997421,-0.38378610732995966,-0.1697066812102384
6,2.6264393377586166,-1.1539964026040794,1.497427797420279,0.5485294460960696,0.7043040822005552
7,-1.3162422876625917,-1.0812966659613648,0.4176408870193918,1.3196897585922756,-0.7979985207341714
8,0.20020190697076057,-2.410833008499973,-1.1194460984593362,-0.5847136063260662,-0.3915488097517061
9,-3.6841123464829613,-0.6742984037619764,-0.17805057829426843,0.24872919468231391,-0.11047201398050656
10,-1.1163460097854079,1.9825459323963976,0.6784923575381191,-1.039974724582838,-0.40844603174177246
11,4.85261875854829,0.6169446580004228,-0.13676940823325837,-2.001732678529636,-0.9257724992859229
12,3.3485100926368188,0.8094179985840864,0.729786236773882,1.1144065630344975,0.24543863612783667
13,-2.2885805890986055,2.554030331565258,0.5138957265319667,-0.578114262275037,-0.19645614221841576
14,-2.5960583468271086,0.3284578395728406,1.2763190148749548,0.7880281776837416,-0.10064271948843802
15,1.9280174573224826,-1.5126463644963435,-1.3750434839762289,0.5614396586301501,-0.07960565387907396
16,1.598363256304466,0.7652966678252535,-0.5962974289717449,1.459099825007363,-0.42105246214720593
17,-3.3408512257823246,1.7321707304208083,0.04553906590852109,-0.7982013220651952,-0.25529233996574063
18,-1.2813039921334894,1.3804681831061758,0.5544222944204976,0.008630224573706949,-0.15199850912080606
19,2.0631672339684557,1.1504683206387538,-1.1228757448454736,0.395729392436793,1.1858501198966194
20,1.8011567511158821,-0.2572215820211363,-0.236037869304992,1.7375881700193327,0.8505936799405901
21,2.825264549309881,-1.0345636508549494,-1.3255697365716212,-0.7379552544585848,-1.5480046470956608
22,-0.22352084899647684,1.686189566112773,0.18073308705255461,-0.27977491562219053,-0.3044245522123942
23,-0.8963655958906,1.3103469512335255,0.992026959567923,-1.716433375242183,0.2110451420648235
24,1.9315565928999796,0.38312678151455665,-1.5224535804632564,1.4865082211056493,-0.1481513778330433
25,0.1836137941485931,-3.067019647095945,0.14541423871137507,-0.3468319512019677,0.3544848551161948
26,2.8932074978136546,0.29185943316265284,0.887378754312035,-0.30156609371277776,0.513901089544656
27,-0.44611412002367623,-1.7886717051798404,1.8486914386197382,0.29356901563738885,-0.515702669791107
28,-2.2491570420991995,-0.638267008776576,0.4811320540709206,0.4648167277034764,-0.10070374235933302
29,2.848349836915897,1.513011854409879,0.4066485101935962,-1.1054664595467345,-1.1263014075983229
30,-1.328323549753151,1.0900470622952967,-0.8475470819127459,-0.140982456227558,-0.31163993093501613
31,-2.351339416547488,0.9482843929670587,1.159281559174677,-0.11681822210900485,0.0032271909515754664
32,1.9325610356187826,0.8896322969988035,-1.0721389514980493,0.40519246405322185,0.21446379110794506
33,-1.1127638039220307,-1.9891035074424939,0.807090230628193,1.2092903293703703,1.2555095367258688
34,2.8671126952695825,-0.2190874226500151,-1.518832409429772,-0.3570541475704173,0.295776792505373
